name,category,ratings,reviews,tags,url,stars,desc,parent,flavor
Clementine,Sativa,103,80,"happy, energetic, uplifted, euphoric, creative, dry-mouth, anxious, dry-eyes, paranoid, dizzy, citrus, orange, sweet, lemon, pungent, stress, depression, pain, fatigue, headaches, anxiety, addadhd, ptsd, migraines, arthritis.",https://www.leafly.com/Sativa/clementine,4.425,"Clementine is a sweet, citrus flavored sativa hybrid that combines Tangie with Lemon Skunk genetics. The concentrated live resin of Clementine from Crocket Family Farms took home 2nd Place for the Best Sativa Concentrate at the 2015 Cannabis Cup in Michigan.","Tangie, Lemon Skunk.","Citrus, Orange, Sweet."
Clementine Kush,Hybrid,12,8,"euphoric, happy, relaxed, giggly, uplifted, anxious, dizzy, paranoid, citrus, orange, earthy, flowery, pungent, depression, inflammation, stress, insomnia, lack-of-appetite, anxiety, crohns-disease, bipolar-disorder, gastrointestinal-disorder, addadhd.",https://www.leafly.com/Hybrid/clementine-kush,4.165,"Clementine Kush is the lovechild of Tangerine Sunrise and Sanjay Gupta Kush bred by Colorado Seed Inc. From its Tangie mother, Clementine Kush inherits a strong citrus aroma, and trichome-rich colas from its indica-dominant father. Think orange blossom intermixed with the floral undertones of traditional Kush parentage. Expect intense physical relaxation and an expansive cerebral mindset.",.,"Citrus, Orange, Earthy."
Clockwork Orange,Hybrid,1,0,"relaxed, dry-mouth, euphoric, uplifted, hungry, spicyherbal, depression, lack-of-appetite, pain, stress.",https://www.leafly.com/Hybrid/clockwork-orange,4,"Originally a clone-only hybrid and later released in seed form by breeders Riot Seeds, Clockwork Orange is thought to be some sort of G13/Black Widow cross.  Because of its compact bushy stature and incredible potency, it has long been sought after by growers and breeders alike.  Combining a heavy indica stone with an intense Haze-like head high, Clockwork Orange is not for the novice cannabis consumer.","G13, Black Widow.",Spicy/Herbal.
Cloud 9,Hybrid,42,23,"euphoric, happy, relaxed, creative, giggly, dry-mouth, dry-eyes, paranoid, dizzy, headache, flowery, pine, rose, lavender, sweet, pain, stress, depression, nausea, insomnia, anxiety, arthritis, pms, anorexia, hypertension.",https://www.leafly.com/Hybrid/cloud-9,4.44,"Cloud 9 began as a collaboration between Kiwiseeds and Dampkring Classics as an attempt to stabilize the classic clone-only strain NYC Diesel. By adding the genetics of the indica hybrid Milky Way, Cloud 9 was created. The best phenotypes are longer flowering than the original, but possess amazing flavors and potency. Take note not to confuse this hybrid with Dinafem’s Cloud #9.","NYC Diesel, Milky Way.","Flowery, Pine, Rose."
Cluster Bomb,Hybrid,7,4,"euphoric, focused, relaxed, dizzy, energetic, sweet, headaches, stress.",https://www.leafly.com/Hybrid/cluster-bomb,4.285,"Cluster Bomb is an indica-dominant hybrid bred by Bomb Seeds. This strain takes the soaring sativa effects of Cinderella 99 and crosses them with Bomb #1, a proprietary strain that Bomb Seeds uses to influence their genetics. This blend is then crossed with original Skunk #1 genetics from Sensi Seeds to give us Cluster Bomb.

Cluster Bomb is known for producing large commercial yields of rich skunky buds that are sweetened by notes of strawberry and citrus. The relaxing indica effects are balanced by the cerebral energy provided by Cinderella 99 genetics.","Cinderella 99, Skunk #1.",Sweet.
Cold Creek Kush,Hybrid,45,36,"happy, euphoric, relaxed, uplifted, tingly, dry-mouth, dry-eyes, headache, earthy, woody, sweet, pungent, flowery, insomnia, depression, muscle-spasms, stress, pain, anxiety, ptsd, fibromyalgia, pms, hypertension.",https://www.leafly.com/Hybrid/cold-creek-kush,4.28,"Cold Creek Kush is an indica-dominant hybrid that crosses the powerful MK Ultra and fellow Colorado native Chemdawg 91. The work of T.H. Seeds, this strain nabbed 2nd place at the 2010 High Times Cannabis Cup in the indica category. Cold Creek Kush flowers at 9 to 11 weeks, but must have adequate room to stretch out its limbs. Piney and sour, users rave over its fresh taste and balanced effects, which are relaxing without being too sleepy.","MK Ultra, Chemdawg 91.","Earthy, Woody, Sweet."
Colombian Gold,Sativa,102,61,"euphoric, energetic, uplifted, happy, creative, paranoid, headache, dry-mouth, dry-eyes, earthy, sweet, citrus, tropical, pungent, pain, depression, fatigue, headaches, stress, anxiety, migraines, arthritis, bipolar-disorder, ptsd.",https://www.leafly.com/Sativa/colombian-gold,4.44,"Colombian Gold is a classic landrace sativa that originated in the Santa Marta mountains of Colombia. Its buds are fluffy and crystal-covered, radiating skunky, sweet notes of lemon and lime. This indigenous sativa parented the famous Skunk #1, a hybrid that has become a staple of cannabis breeding. The active, uplifting, and focused effects of Colombian Gold come without paranoia and anxiety, making this strain a great choice for novice consumers or those needing to stay productive while medicating. Colombian Gold may help patients ease muscle tension, pain, and other physical symptoms, but its stimulating and happy qualities could also be used for depression and ADD/ADHD.",South American.,"Earthy, Sweet, Citrus."
Colombian Mojito,Sativa,0,0,.,https://www.leafly.com/Sativa/colombian-mojito,NA,"Colombian Mojito by Pua Mana 1st Hawaiian Pakalolo Seed Bank is a refreshing and potent phenotype of the legendary landrace, Colombian Gold. Originally grown in the Santa Marta mountains of Colombia, this “mojito cut” exhibits a tropical terpene profile while offering notes of mint and tart citrus that speak to its namesake. Sourced by Masta Cylinda, this sativa-dominant strain hits the consumer between the eyes, leading into a blissful, stoney mental state that lingers in the body for hours. Enjoy Colombian Mojito to improve mood and help abate stress.",.,.
Colorado Bubba,Indica,9,6,"relaxed, happy, dry-mouth, euphoric, hungry, nutty, pine, pepper, chemical, depression, muscle-spasms, pain, stress, lack-of-appetite, ptsd, anxiety, bipolar-disorder, pms, addadhd.",https://www.leafly.com/Indica/colorado-bubba,4.555,"Colorado Bubba from Vault Genetics took 1st place in High Times' 2014 Amsterdam Cannabis Cup in the ""Best Indica"" category. A cross between Northern Lights #5 and '92 OG, this hybrid has a subtle floral aroma and powerfully sedating effects that encourage rest and relaxation.","Northern Lights #5, OG Kush.","Nutty, Pine, Pepper."
Colorado Chem,Hybrid,18,9,"euphoric, happy, relaxed, energetic, uplifted, dry-mouth, skunk, sweet, citrus, earthy, flowery, pain, stress, depression, headaches, insomnia, arthritis, addadhd, anxiety, bipolar-disorder, fibromyalgia.",https://www.leafly.com/Hybrid/colorado-chem,4.22,Colorado Chem is a hybrid strain that took 2nd place in the 2014 Denver Cannabis Cup.,.,"Skunk, Sweet, Citrus."
Colorado Clementines,Indica,1,1,"creative, euphoric, giggly, happy, hungry, depression, insomnia, lack-of-appetite, nausea.",https://www.leafly.com/Indica/colorado-clementines,3,"New from La Plata Labs, Colorado Clementines is a 70% indica-dominant  hybrid with odor and yields that are off the charts. By combining their own Big White with TGA Genetics’ Agent Orange, La Plata has created an orange-citrus scented monster with yields as high as 1 gram per watt and an odor that ranks at 11 on a 1-to-10 scale of intensity. With a THC content as high as 24%, beginners should take great care not to over imbibe on this potent strain.","Big White, Agent Orange.",.
Concord Grape Blockhead,Hybrid,4,2,"creative, dry-eyes, dry-mouth, euphoric, giggly, grape, sweet, cramps, depression, insomnia, lack-of-appetite, muscle-spasms.",https://www.leafly.com/Hybrid/concord-grape-blockhead,4,"Concord Grape Blockhead is a complex Blockhead phenotype developed by Spice of Life Seeds. This plant is the offspring of Project 19 (an unknown African hybrid) and Sweet Tooth #3, resulting in a stalky structure with dense clusters of sparkling purple buds. The foliage is coated in resin that reeks of hashy spice, grape, sweet citrus, and an undertone of ammonia after grinding. This potent terpene profile leads to an exceptional heady buzz that squints the eyes and weighs on the body. Concord Grape Blockhead has been known to offer a powerful disorienting euphoria and a bit of dry mouth, so come prepared with water. Utilize this hybrid to elevate mood, mute mild pain, and encourage relaxation.",.,"Grape, Sweet."
Confidential Cheese,Indica,112,89,"relaxed, happy, uplifted, euphoric, hungry, dry-mouth, dry-eyes, anxious, dizzy, cheese, pungent, earthy, chemical, lemon, stress, pain, nausea, insomnia, depression, anxiety, addadhd, bipolar-disorder, arthritis, ptsd.",https://www.leafly.com/Indica/confidential-cheese,4.52,"Confidential Cheese by DNA Genetics is a crossbred hybrid of Cheese and LA Confidential. This indica-dominant strain has pale green crystal-covered buds with a sour cheese aroma inherited from its parent. Medical patients have used the potent and heavy effects of Confidential Cheese to treat severe pain, insomnia, and lost appetite. For growers, this strain finishes flowering in 8 to 9 weeks with moderate yields.","LA Confidential, Cheese.","Cheese, Pungent, Earthy."
Confidential Wreck,Hybrid,5,3,"hungry, relaxed, tingly, creative, focused, pain, stress, addadhd, anxiety, arthritis, asthma, ptsd.",https://www.leafly.com/Hybrid/confidential-wreck,3.2,"Confidential Wreck, also known as Lohan, is the humorous, if not totally common sense cross of LA Confidential and Trainwreck. This plant grows to a medium height and produces dense, light green nuggets that smell of earth, pine, and citrus. Confidential Wreck’s effects are mentally racy from the start, but calm down into strong heady euphoria and warmth in the limbs. Enjoy this strain to combat headaches, stress, and minor pain.","LA Confidential, Trainwreck.",.
Connie Chung,Hybrid,65,48,"happy, relaxed, sleepy, uplifted, hungry, dry-eyes, dry-mouth, dizzy, sweet, pine, earthy, pungent, citrus, stress, insomnia, lack-of-appetite, pain, depression, anxiety, addadhd, ptsd, bipolar-disorder, pms.",https://www.leafly.com/Hybrid/connie-chung,4.21,Another amazing creation by DNA Genetics. The parents of this strain speak for themselves...the classic LA flavor crossed with the old school G13 Haze. This cross has proved to be a heavy hitter and guarantees to lower your eyelids substantially.,"LA Confidential, G13 Haze.","Sweet, Pine, Earthy."
Conspiracy Kush,Indica,125,93,"relaxed, happy, uplifted, sleepy, euphoric, dry-mouth, dry-eyes, dizzy, earthy, sweet, pine, spicyherbal, pungent, pain, stress, depression, insomnia, inflammation, anxiety, arthritis, migraines, ptsd, addadhd.",https://www.leafly.com/Indica/conspiracy-kush,4.57,"Conspiracy Kush by Heroes of the Farm Genetics is a 70/30 indica-dominant cross of Obama Kush and Space Queen. The dense, trichome-frosted flowers produce a tangy citrus aroma and a peppery aftertaste. The influence of Space Queen is felt immediately with a Haze-like sense of cerebral activity, but shortly after the relaxing indica effects take hold and provide calming relaxation perfect for unwinding at the end of the day.","Obama Kush, Space Queen.","Earthy, Sweet, Pine."
Cookie Dough,Hybrid,28,20,"happy, relaxed, sleepy, dry-mouth, euphoric, berry, earthy, pungent, sweet, blueberry, lack-of-appetite, stress, depression, pain, insomnia, anxiety, bipolar-disorder, ptsd, addadhd, epilepsy.",https://www.leafly.com/Hybrid/cookie-dough,4.605,"Cookie Dough is a wonderfully potent Girl Scout Cookies phenotype. This particular version of the West Coast’s most popular strain exhibits an orange/yellowish sheen of trichomes and a pungent doughy aroma. Cookie Dough’s effects align closely with GSC’s, offering medical-grade sedation on the body and a well-lit mind that borders on speedy. Enjoy this strain as a means to stimulate appetite and dull physical pain while remaining mentally alert. Beginners beware, as this potent phenotype can be overwhelming. Negative effects such as mild dizziness and dry eyes have been noted by some consumers.",Girl Scout Cookies.,"Berry, Earthy, Pungent."
Cookie Jar,Hybrid,8,6,"euphoric, aroused, happy, relaxed, talkative, berry, pungent, skunk, spicyherbal, headaches, depression, fatigue, stress, addadhd, anxiety, asthma, ptsd.",https://www.leafly.com/Hybrid/cookie-jar,4.625,"Cookie Jar is a dessert blend of Platinum Girl Scout Cookies crossed with White Fire Alien OG. This sweet treat exhibits a telltale aroma of baked cookies, and the strain’s effects are native to the Cookies family: blissful euphoria coupled with full-body relaxation. Consider using Cookie Jar as a preemptive remedy for headaches, anxiety, or insomnia.","Platinum Girl Scout Cookies, White Fire Alien OG.","Berry, Pungent, Skunk."
Cookie Monster,Indica,129,100,"relaxed, happy, dry-mouth, sleepy, euphoric, dry-mouth, dry-eyes, paranoid, anxious, dizzy, sweet, flowery, pine, woody, grape, pain, stress, depression, insomnia, headaches, anxiety, migraines, arthritis, pms, addadhd.",https://www.leafly.com/Indica/cookie-monster,4.5,"Cookie Monster is a 2014 Seattle Cannabis Cup winner that blends the West Coast royalty, Girl Scout Cookies, and the legendary powerhouse, OG Kush. This combination yields dense frosted buds with hints of purple and orange hairs throughout. A 20/80 indica-dominant hybrid, Cookie Monster pushes the boundaries of Cookies’ medical uses and leans toward medium-to-full sedation. Use Cookie Monster to reduce physical discomfort, indigestion, or before bed to jumpstart your dream machine.",.,"Sweet, Flowery, Pine."
